qid,question,answer,qid,question,answer,concepts,numbers,units,relations
104,"a' tissue has more matrix, number of cells is less and the cells are scattered within the matrix. functions of 'a' tissue-
i. are to participate making pumping organ for the blood circulation in human body
ii. give the body definite shape and firmness
iii. are to maintain circulation of different items in the body
which one is correct?",i and iii,104,"a' tissue has more matrix, number of cells is less and the cells are scattered within the matrix. functions of 'a' tissue-
i. are to participate making pumping organ for the blood circulation in human body
ii. give the body definite shape and firmness
iii. are to maintain circulation of different items in the body
which one is correct?",i and iii,"['ii', 'cell', 'circulation', 'number', '.', 'participate', 'pumping', 'blood', 'correct', 'organ', 'item', 'different', 'body', 'matrix', 'human', 'iii', 'maintain', 'definite', 'tissue-', 'shape', 'i.', 'make', 'firmness', 'tissue', 'scatter', 'function']",['one'],['m'],[]
104,"a' tissue has more matrix, number of cells is less and the cells are scattered within the matrix. functions of 'a' tissue-
i. are to participate making pumping organ for the blood circulation in human body
ii. give the body definite shape and firmness
iii. are to maintain circulation of different items in the body
which one is correct?",ii and iii,104,"a' tissue has more matrix, number of cells is less and the cells are scattered within the matrix. functions of 'a' tissue-
i. are to participate making pumping organ for the blood circulation in human body
ii. give the body definite shape and firmness
iii. are to maintain circulation of different items in the body
which one is correct?",ii and iii,"['ii', 'cell', 'circulation', 'number', '.', 'participate', 'pumping', 'blood', 'correct', 'organ', 'item', 'different', 'body', 'matrix', 'human', 'iii', 'maintain', 'definite', 'tissue-', 'shape', 'i.', 'make', 'firmness', 'tissue', 'scatter', 'function']",['one'],['m'],[]
104,"a' tissue has more matrix, number of cells is less and the cells are scattered within the matrix. functions of 'a' tissue-
i. are to participate making pumping organ for the blood circulation in human body
ii. give the body definite shape and firmness
iii. are to maintain circulation of different items in the body
which one is correct?","i, ii and iii",104,"a' tissue has more matrix, number of cells is less and the cells are scattered within the matrix. functions of 'a' tissue-
i. are to participate making pumping organ for the blood circulation in human body
ii. give the body definite shape and firmness
iii. are to maintain circulation of different items in the body
which one is correct?","i, ii and iii","['ii', 'cell', 'circulation', 'number', '.', 'participate', 'pumping', 'blood', 'correct', 'organ', 'item', 'different', 'body', 'matrix', 'human', 'iii', 'maintain', 'definite', 'tissue-', 'shape', 'i.', 'make', 'firmness', 'tissue', 'scatter', 'function']",['one'],['m'],[]
105,what percentage of the total transpiration in a plant occurs through the stomata?,15-20%,105,what percentage of the total transpiration in a plant occurs through the stomata?,15-20%,"['occur', 'percentage', '%', 'stomata', 'total', 'plant', 'transpiration']","['15', '20']",['m'],[]
105,what percentage of the total transpiration in a plant occurs through the stomata?,60-70%,105,what percentage of the total transpiration in a plant occurs through the stomata?,60-70%,"['occur', 'percentage', '%', 'stomata', 'total', 'plant', 'transpiration']","['60', '70']",['m'],[]
105,what percentage of the total transpiration in a plant occurs through the stomata?,80-85%,105,what percentage of the total transpiration in a plant occurs through the stomata?,80-85%,"['occur', 'percentage', '%', 'stomata', 'total', 'plant', 'transpiration']","['85', '80']",['m'],[]
105,what percentage of the total transpiration in a plant occurs through the stomata?,90-95%,105,what percentage of the total transpiration in a plant occurs through the stomata?,90-95%,"['occur', 'percentage', '%', 'stomata', 'total', 'plant', 'transpiration']","['90', '95']",['m'],[]
106,how many nephrons are present in a human body?,10-12 lac,106,how many nephrons are present in a human body?,10-12 lac,"['nephron', 'present', 'lac', 'body', 'human']","['12', '10', '10-12']",['m'],[]
106,how many nephrons are present in a human body?,20-24 lac,106,how many nephrons are present in a human body?,20-24 lac,"['nephron', 'present', 'lac', 'body', 'human']","['20-24', '24', '20']",['m'],[]
106,how many nephrons are present in a human body?,25-30 lac,106,how many nephrons are present in a human body?,25-30 lac,"['nephron', 'present', 'lac', 'body', 'human']","['30', '25-30', '25']",['m'],[]
106,how many nephrons are present in a human body?,30-36 lac,106,how many nephrons are present in a human body?,30-36 lac,"['nephron', 'present', 'lac', 'body', 'human']","['30', '36', '30-36']",['m'],[]
107,which flower's filaments are polyadelphous and cross pollinated?,cotton tree,107,which flower's filaments are polyadelphous and cross pollinated?,cotton tree,"['flower', 'polyadelphous', 'pollinate', 'cotton', 'tree', 'cross', 'filament']",[],['m'],[]
107,which flower's filaments are polyadelphous and cross pollinated?,cucumber,107,which flower's filaments are polyadelphous and cross pollinated?,cucumber,"['flower', 'polyadelphous', 'pollinate', 'cucumber', 'cross', 'filament']",[],['m'],[]
107,which flower's filaments are polyadelphous and cross pollinated?,datura,107,which flower's filaments are polyadelphous and cross pollinated?,datura,"['flower', 'polyadelphous', 'pollinate', 'datura', 'cross', 'filament']",[],['m'],[]
107,which flower's filaments are polyadelphous and cross pollinated?,brassica,107,which flower's filaments are polyadelphous and cross pollinated?,brassica,"['flower', 'polyadelphous', 'pollinate', 'brassica', 'cross', 'filament']",[],['m'],[]
108,what is the length of two complete twist in dna helix?,3.4 a,108,what is the length of two complete twist in dna helix?,3.4 a,"['dna', 'complete', 'twist', 'helix', 'length']","['3.4', 'two']",['m'],[]
108,what is the length of two complete twist in dna helix?,34 a,108,what is the length of two complete twist in dna helix?,34 a,"['dna', 'complete', 'twist', 'helix', 'length']","['34', 'two']",['m'],[]
108,what is the length of two complete twist in dna helix?,68 a,108,what is the length of two complete twist in dna helix?,68 a,"['dna', 'complete', 'twist', 'helix', 'length']","['68', 'two']",['m'],[]
108,what is the length of two complete twist in dna helix?,102 a,108,what is the length of two complete twist in dna helix?,102 a,"['dna', 'complete', 'twist', 'helix', 'length']","['102', 'two']",['m'],[]
109,"c_{6}h_{12}o_{6}+[a] \xrightarrow{enzyme} 6co_{2}+6h_{2}o+energy

how many molecules atp will produce in absence of 'a' in the stem?",2,109,"c_{6}h_{12}o_{6}+[a] \xrightarrow{enzyme} 6co_{2}+6h_{2}o+energy

how many molecules atp will produce in absence of 'a' in the stem?",2,"['stem', '\\xrightarrow{enzyme', 'atp', 'molecule', 'absence', 'c_{6}h_{12}o_{6}+[a', 'produce']",['2'],['m'],[]
109,"c_{6}h_{12}o_{6}+[a] \xrightarrow{enzyme} 6co_{2}+6h_{2}o+energy

how many molecules atp will produce in absence of 'a' in the stem?",8,109,"c_{6}h_{12}o_{6}+[a] \xrightarrow{enzyme} 6co_{2}+6h_{2}o+energy

how many molecules atp will produce in absence of 'a' in the stem?",8,"['stem', '\\xrightarrow{enzyme', 'atp', 'molecule', 'absence', 'c_{6}h_{12}o_{6}+[a', 'produce']",['8'],['m'],[]
109,"c_{6}h_{12}o_{6}+[a] \xrightarrow{enzyme} 6co_{2}+6h_{2}o+energy

how many molecules atp will produce in absence of 'a' in the stem?",20,109,"c_{6}h_{12}o_{6}+[a] \xrightarrow{enzyme} 6co_{2}+6h_{2}o+energy

how many molecules atp will produce in absence of 'a' in the stem?",20,"['stem', '\\xrightarrow{enzyme', 'atp', 'molecule', 'absence', 'c_{6}h_{12}o_{6}+[a', 'produce']",['20'],['m'],[]
109,"c_{6}h_{12}o_{6}+[a] \xrightarrow{enzyme} 6co_{2}+6h_{2}o+energy

how many molecules atp will produce in absence of 'a' in the stem?",38,109,"c_{6}h_{12}o_{6}+[a] \xrightarrow{enzyme} 6co_{2}+6h_{2}o+energy

how many molecules atp will produce in absence of 'a' in the stem?",38,"['stem', '\\xrightarrow{enzyme', 'atp', 'molecule', 'absence', 'c_{6}h_{12}o_{6}+[a', 'produce']",['38'],['m'],[]
110,"c_{6}h_{12}o_{6}+[a] \xrightarrow{enzyme} 6co_{2}+6h_{2}o+energy

correct information for the last stage of the stem-
i. is occured in mitochondria
ii. produced water
iii. produced 34 molecules atp
which one is correct?",i and ii,110,"c_{6}h_{12}o_{6}+[a] \xrightarrow{enzyme} 6co_{2}+6h_{2}o+energy

correct information for the last stage of the stem-
i. is occured in mitochondria
ii. produced water
iii. produced 34 molecules atp
which one is correct?",i and ii,"['ii', 'stage', '6co_{2}+6h_{2}o+energy', '.', 'correct', 'c_{6}h_{12}o_{6}+[a', 'iii', 'mitochondria', 'molecule', 'i.', 'produce', 'stem-', '\\xrightarrow{enzyme', 'occur', 'water', 'atp', 'information']","['6co_{2}+6h_{2}o+energy', 'one', '34']",['m'],[]
110,"c_{6}h_{12}o_{6}+[a] \xrightarrow{enzyme} 6co_{2}+6h_{2}o+energy

correct information for the last stage of the stem-
i. is occured in mitochondria
ii. produced water
iii. produced 34 molecules atp
which one is correct?",i and iii,110,"c_{6}h_{12}o_{6}+[a] \xrightarrow{enzyme} 6co_{2}+6h_{2}o+energy

correct information for the last stage of the stem-
i. is occured in mitochondria
ii. produced water
iii. produced 34 molecules atp
which one is correct?",i and iii,"['ii', 'stage', '6co_{2}+6h_{2}o+energy', '.', 'correct', 'c_{6}h_{12}o_{6}+[a', 'iii', 'mitochondria', 'molecule', 'i.', 'produce', 'stem-', '\\xrightarrow{enzyme', 'occur', 'water', 'atp', 'information']","['6co_{2}+6h_{2}o+energy', 'one', '34']",['m'],[]
110,"c_{6}h_{12}o_{6}+[a] \xrightarrow{enzyme} 6co_{2}+6h_{2}o+energy

correct information for the last stage of the stem-
i. is occured in mitochondria
ii. produced water
iii. produced 34 molecules atp
which one is correct?",ii and iii,110,"c_{6}h_{12}o_{6}+[a] \xrightarrow{enzyme} 6co_{2}+6h_{2}o+energy

correct information for the last stage of the stem-
i. is occured in mitochondria
ii. produced water
iii. produced 34 molecules atp
which one is correct?",ii and iii,"['ii', 'stage', '6co_{2}+6h_{2}o+energy', '.', 'correct', 'c_{6}h_{12}o_{6}+[a', 'iii', 'mitochondria', 'molecule', 'i.', 'produce', 'stem-', '\\xrightarrow{enzyme', 'occur', 'water', 'atp', 'information']","['6co_{2}+6h_{2}o+energy', 'one', '34']",['m'],[]
110,"c_{6}h_{12}o_{6}+[a] \xrightarrow{enzyme} 6co_{2}+6h_{2}o+energy

correct information for the last stage of the stem-
i. is occured in mitochondria
ii. produced water
iii. produced 34 molecules atp
which one is correct?","i, ii and iii",110,"c_{6}h_{12}o_{6}+[a] \xrightarrow{enzyme} 6co_{2}+6h_{2}o+energy

correct information for the last stage of the stem-
i. is occured in mitochondria
ii. produced water
iii. produced 34 molecules atp
which one is correct?","i, ii and iii","['ii', 'stage', '6co_{2}+6h_{2}o+energy', '.', 'correct', 'c_{6}h_{12}o_{6}+[a', 'iii', 'mitochondria', 'molecule', 'i.', 'produce', 'stem-', '\\xrightarrow{enzyme', 'occur', 'water', 'atp', 'information']","['6co_{2}+6h_{2}o+energy', 'one', '34']",['m'],[]
111,"in case of asexual reproduction-
i. laborious and time consuming process
ii. the offspring are exactly same as mother organism
iii. very little variety is seen
which one is correct?",i and ii,111,"in case of asexual reproduction-
i. laborious and time consuming process
ii. the offspring are exactly same as mother organism
iii. very little variety is seen
which one is correct?",i and ii,"['reproduction-', 'ii', 'consuming', 'case', 'process', 'organism', 'time', '.', 'correct', 'asexual', 'offspring', 'mother', 'iii', 'laborious', 'see', 'i.', 'variety', 'little']",['one'],['m'],[]
111,"in case of asexual reproduction-
i. laborious and time consuming process
ii. the offspring are exactly same as mother organism
iii. very little variety is seen
which one is correct?",i and iii,111,"in case of asexual reproduction-
i. laborious and time consuming process
ii. the offspring are exactly same as mother organism
iii. very little variety is seen
which one is correct?",i and iii,"['reproduction-', 'ii', 'consuming', 'case', 'process', 'organism', 'time', '.', 'correct', 'asexual', 'offspring', 'mother', 'iii', 'laborious', 'see', 'i.', 'variety', 'little']",['one'],['m'],[]
111,"in case of asexual reproduction-
i. laborious and time consuming process
ii. the offspring are exactly same as mother organism
iii. very little variety is seen
which one is correct?",ii and iii,111,"in case of asexual reproduction-
i. laborious and time consuming process
ii. the offspring are exactly same as mother organism
iii. very little variety is seen
which one is correct?",ii and iii,"['reproduction-', 'ii', 'consuming', 'case', 'process', 'organism', 'time', '.', 'correct', 'asexual', 'offspring', 'mother', 'iii', 'laborious', 'see', 'i.', 'variety', 'little']",['one'],['m'],[]
